transaction_date,units_sold,revenue,day_of_week,is_weekend,month,day_of_month,lag_1,lag_7,rolling_mean_7,rolling_mean_14,rolling_std_7,store_location_Astoria,store_location_Hell's Kitchen,store_location_Lower Manhattan,product_category_Bakery,product_category_Branded,product_category_Coffee,product_category_Coffee beans,product_category_Drinking Chocolate,product_category_Flavours,product_category_Loose Tea,product_category_Packaged Chocolate,product_category_Tea
2023-03-30,31,106.75,3,False,3,30,39.0,34.0,32.857142857142854,36.42857142857143,7.470577207252715,True,False,False,True,False,False,False,False,False,False,False,False
2023-03-31,34,123.5,4,False,3,31,31.0,33.0,32.42857142857143,36.0,7.480132415430953,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-01,38,135.75,5,True,4,1,34.0,26.0,32.57142857142857,35.42857142857143,7.50238057457193,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-02,49,172.5,6,True,4,2,38.0,41.0,34.285714285714285,35.5,7.11135912265923,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-03,38,134.0,0,False,4,3,49.0,37.0,35.42857142857143,36.5,8.810167286666456,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-04,27,95.0,1,False,4,4,38.0,20.0,35.57142857142857,34.142857142857146,8.847921466972593,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-05,45,155.25,2,False,4,5,27.0,39.0,36.57142857142857,34.285714285714285,6.99659781267876,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-06,38,136.5,3,False,4,6,45.0,31.0,37.42857142857143,35.142857142857146,7.678045386189201,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-07,43,153.5,4,False,4,7,38.0,34.0,38.42857142857143,35.42857142857143,7.1380936497345955,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-08,86,311.75,5,True,4,8,43.0,38.0,39.714285714285715,36.142857142857146,7.016986193380727,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-09,38,138.5,6,True,4,9,86.0,49.0,46.57142857142857,40.42857142857143,18.733723093725445,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-10,40,141.25,0,False,4,10,38.0,38.0,45.0,40.214285714285715,18.956089610817266,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-11,38,138.25,1,False,4,11,40.0,27.0,45.285714285714285,40.42857142857143,18.84776101392673,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-12,44,150.75,2,False,4,12,38.0,45.0,46.857142857142854,41.714285714285715,17.477877173049123,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-13,41,149.25,3,False,4,13,44.0,38.0,46.714285714285715,42.07142857142857,17.499659860640044,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-14,23,80.25,4,False,4,14,41.0,43.0,47.142857142857146,42.785714285714285,17.28610782708256,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-15,39,135.0,5,True,4,15,23.0,86.0,44.285714285714285,42.0,19.584979667373396,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-16,42,148.75,6,True,4,16,39.0,38.0,37.57142857142857,42.07142857142857,6.754187413675159,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-17,42,152.0,0,False,4,17,42.0,40.0,38.142857142857146,41.57142857142857,6.962484504556604,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-18,46,160.25,1,False,4,18,42.0,38.0,38.42857142857143,41.857142857142854,7.091242083423373,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-19,48,168.5,2,False,4,19,46.0,44.0,39.57142857142857,43.214285714285715,7.634508123364254,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-20,70,248.0,3,False,4,20,48.0,41.0,40.142857142857146,43.42857142857143,8.153293228885556,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-21,21,72.5,4,False,4,21,70.0,23.0,44.285714285714285,45.714285714285715,13.960829556468447,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-22,35,128.5,5,True,4,22,21.0,39.0,44.0,44.142857142857146,14.47987108598235,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-23,46,167.5,6,True,4,23,35.0,42.0,43.42857142857143,40.5,14.785771796529545,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-24,55,196.0,0,False,4,24,46.0,42.0,44.0,41.07142857142857,14.798648586948776,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-25,35,120.25,1,False,4,25,55.0,46.0,45.857142857142854,42.142857142857146,15.312615402869351,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-26,39,142.0,2,False,4,26,35.0,48.0,44.285714285714285,41.92857142857143,15.850491955712172,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-27,45,161.0,3,False,4,27,39.0,70.0,43.0,41.57142857142857,15.864005379054419,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-28,32,115.25,4,False,4,28,45.0,21.0,39.42857142857143,41.857142857142854,10.768118728560777,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-29,31,110.5,5,True,4,29,32.0,35.0,41.0,42.5,8.103497187428848,True,False,False,True,False,False,False,False,False,False,False,False
2023-04-30,42,146.5,6,True,4,30,31.0,46.0,40.42857142857143,41.92857142857143,8.715066319448264,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-01,51,181.0,0,False,5,1,42.0,55.0,39.857142857142854,41.92857142857143,8.41483949992656,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-02,69,244.0,1,False,5,2,51.0,35.0,39.285714285714285,42.57142857142857,7.273565968956514,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-03,56,199.25,2,False,5,3,69.0,39.0,44.142857142857146,44.214285714285715,13.018302134924946,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-04,63,221.5,3,False,5,4,56.0,45.0,46.57142857142857,44.785714285714285,13.476611132590005,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-05,54,186.0,4,False,5,5,63.0,32.0,49.142857142857146,44.285714285714285,14.78094010799692,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-06,54,189.75,5,True,5,6,54.0,31.0,52.285714285714285,46.642857142857146,12.72418020560711,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-07,54,198.5,6,True,5,7,54.0,42.0,55.57142857142857,48.0,8.618916073713484,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-08,92,337.25,0,False,5,8,54.0,51.0,57.285714285714285,48.57142857142857,6.3695705170310495,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-09,47,171.0,1,False,5,9,92.0,69.0,63.142857142857146,51.214285714285715,13.95741823581737,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-10,51,181.25,2,False,5,10,47.0,56.0,60.0,52.07142857142857,14.866068747318606,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-11,46,166.5,3,False,5,11,51.0,63.0,59.285714285714285,52.92857142857143,15.206514894547604,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-12,46,157.0,4,False,5,12,46.0,54.0,56.857142857142854,53.0,15.858000834789769,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-13,48,173.5,5,True,5,13,46.0,54.0,55.714285714285715,54.0,16.37797592006099,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-14,32,111.0,6,True,5,14,48.0,54.0,54.857142857142854,55.214285714285715,16.637593690480788,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-15,55,194.25,0,False,5,15,32.0,92.0,51.714285714285715,54.5,18.768007226077497,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-16,64,228.75,1,False,5,16,55.0,47.0,46.42857142857143,54.785714285714285,7.138093649734654,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-17,63,228.5,2,False,5,17,64.0,51.0,48.857142857142854,54.42857142857143,9.771191865693357,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-18,56,197.5,3,False,5,18,63.0,46.0,50.57142857142857,54.92857142857143,11.163290178932435,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-19,64,227.5,4,False,5,19,56.0,46.0,52.0,54.42857142857143,11.120551545074939,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-20,106,375.5,5,True,5,20,64.0,48.0,54.57142857142857,55.142857142857146,11.573779890441289,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-21,34,120.75,6,True,5,21,106.0,32.0,62.857142857142854,58.857142857142854,22.078862979696073,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-22,50,182.0,0,False,5,22,34.0,55.0,63.142857142857146,57.42857142857143,21.62119771141723,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-23,45,161.25,1,False,5,23,50.0,64.0,62.42857142857143,54.42857142857143,22.01406476821241,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-24,59,208.0,2,False,5,24,45.0,63.0,59.714285714285715,54.285714285714285,22.939880017953413,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-25,47,162.75,3,False,5,25,59.0,56.0,59.142857142857146,54.857142857142854,22.894166443503902,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-26,49,174.25,4,False,5,26,47.0,64.0,57.857142857142854,54.92857142857143,23.348294523216463,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-27,47,169.25,5,True,5,27,49.0,106.0,55.714285714285715,55.142857142857146,23.378867136185857,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-28,42,146.0,6,True,5,28,47.0,34.0,47.285714285714285,55.07142857142857,7.409774753982979,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-29,50,175.75,0,False,5,29,42.0,50.0,48.42857142857143,55.785714285714285,5.349677337844718,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-30,60,211.75,1,False,5,30,50.0,45.0,48.42857142857143,55.42857142857143,5.349677337844718,True,False,False,True,False,False,False,False,False,False,False,False
2023-05-31,46,165.0,2,False,5,31,60.0,59.0,50.57142857142857,55.142857142857146,6.604471789556647,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-01,55,194.75,3,False,6,1,46.0,47.0,48.714285714285715,53.92857142857143,5.589105048046333,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-02,67,237.25,4,False,6,2,55.0,49.0,49.857142857142854,53.857142857142854,5.984105932344923,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-03,55,194.75,5,True,6,3,67.0,47.0,52.42857142857143,54.07142857142857,8.77225062070066,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-04,59,206.0,6,True,6,4,55.0,42.0,53.57142857142857,50.42857142857143,8.462803768199397,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-05,64,220.75,0,False,6,5,59.0,50.0,56.0,52.214285714285715,6.879922480183615,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-06,62,222.25,1,False,6,6,64.0,60.0,58.0,53.214285714285715,6.87992248018363,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-07,59,212.0,2,False,6,7,62.0,46.0,58.285714285714285,54.42857142857143,7.016986193380888,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-08,97,349.5,3,False,6,8,59.0,55.0,60.142857142857146,54.42857142857143,4.488079449258903,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-09,45,165.25,4,False,6,9,97.0,67.0,66.14285714285714,58.0,14.14718548485389,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-10,53,191.75,5,True,6,10,45.0,55.0,63.0,57.714285714285715,16.21727474022695,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-11,41,145.0,6,True,6,11,53.0,59.0,62.714285714285715,58.142857142857146,16.398315825253672,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-12,52,180.5,0,False,6,12,41.0,64.0,60.142857142857146,58.07142857142857,18.37052504628524,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-13,50,177.75,1,False,6,13,52.0,62.0,58.42857142857143,58.214285714285715,18.509971572615946,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-14,31,106.75,2,False,6,14,50.0,59.0,56.714285714285715,57.5,18.678992529169353,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-15,70,246.0,3,False,6,15,31.0,97.0,52.714285714285715,56.42857142857143,20.965958804009677,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-16,65,232.5,4,False,6,16,70.0,45.0,48.857142857142854,57.5,12.047524938461804,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-17,58,204.5,5,True,6,17,65.0,53.0,51.714285714285715,57.357142857142854,13.288018233409778,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-18,67,238.25,6,True,6,18,58.0,41.0,52.42857142857143,57.57142857142857,13.50132268652655,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-19,59,207.5,0,False,6,19,67.0,52.0,56.142857142857146,58.142857142857146,13.409307357560502,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-20,111,392.5,1,False,6,20,59.0,50.0,57.142857142857146,57.785714285714285,13.309502512973939,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-21,40,141.0,2,False,6,21,111.0,31.0,65.85714285714286,61.285714285714285,23.737653432388665,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-22,56,202.75,3,False,6,22,40.0,70.0,67.14285714285714,59.92857142857143,21.6904631226766,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-23,56,201.5,4,False,6,23,56.0,65.0,65.14285714285714,57.0,22.025958711094965,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-24,69,243.75,5,True,6,24,56.0,58.0,63.857142857142854,57.785714285714285,22.296700588716263,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-25,43,148.5,6,True,6,25,69.0,67.0,65.42857142857143,58.92857142857143,22.202530958257526,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-26,49,171.5,0,False,6,26,43.0,59.0,62.0,59.07142857142857,23.720595832876324,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-27,58,205.5,1,False,6,27,49.0,111.0,60.57142857142857,58.857142857142854,24.227100135022017,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-28,40,139.0,2,False,6,28,58.0,40.0,53.0,59.42857142857143,9.865765724632634,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-29,61,216.75,3,False,6,29,40.0,56.0,53.0,60.07142857142857,9.865765724632634,True,False,False,True,False,False,False,False,False,False,False,False
2023-06-30,57,203.0,4,False,6,30,61.0,56.0,53.714285714285715,59.42857142857143,10.291003930849735,True,False,False,True,False,False,False,False,False,False,False,False
2023-01-15,5,112.0,6,True,1,15,3.0,1.0,1.4285714285714286,0.7142857142857143,1.9023794624226835,True,False,False,False,True,False,False,False,False,False,False,False
2023-01-16,2,42.0,0,False,1,16,5.0,0.0,2.0,1.0714285714285714,2.309401076758503,True,False,False,False,True,False,False,False,False,False,False,False
2023-01-17,8,148.0,1,False,1,17,2.0,1.0,2.2857142857142856,1.2142857142857142,2.1380899352993947,True,False,False,False,True,False,False,False,False,False,False,False
2023-01-18,3,68.0,2,False,1,18,8.0,5.0,3.2857142857142856,1.7857142857142858,2.927700218845599,True,False,False,False,True,False,False,False,False,False,False,False
2023-01-19,3,70.0,3,False,1,19,3.0,0.0,3.0,2.0,2.82842712474619,True,False,False,False,True,False,False,False,False,False,False,False
2023-01-20,0,0.0,4,False,1,20,3.0,0.0,3.4285714285714284,2.2142857142857144,2.5071326821120343,True,False,False,False,True,False,False,False,False,False,False,False
2023-01-21,7,165.0,5,True,1,21,0.0,3.0,3.4285714285714284,2.2142857142857144,2.5071326821120343,True,False,False,False,True,False,False,False,False,False,False,False
2023-01-22,0,0.0,6,True,1,22,7.0,5.0,4.0,2.7142857142857144,2.82842712474619,True,False,False,False,True,False,False,False,False,False,False,False
2023-01-23,0,0.0,0,False,1,23,0.0,2.0,3.2857142857142856,2.642857142857143,3.1471831698777724,True,False,False,False,True,False,False,False,False,False,False,False
2023-01-24,0,0.0,1,False,1,24,0.0,8.0,3.0,2.642857142857143,3.366501646120692,True,False,False,False,True,False,False,False,False,False,False,False
2023-01-25,0,0.0,2,False,1,25,0.0,3.0,1.8571428571428572,2.5714285714285716,2.6726124191242433,True,False,False,False,True,False,False,False,False,False,False,False
